FSW_CYCLE [int], FSW_PAYLOAD_RELEASED [bool], FSW_DROGUE_RELEASED [bool], FSW_PARACHUTE_RELEASED [bool], FSW_LIFTOFF_TIME [s], FSW_STATE [enum], EST_ABS_ALTI [m], EST_REL_ALTI [m], EST_VERT_VEL [m/s], TIMESTAMP [s], BMP_STATUS [bool], BMP_PRESSURE [Pa], BMP_TEMPERATURE [°C], INA_STATUS [bool], INA_VOLTAGE [V], INA_CURRENT [mA], INA_POWER [mW], MPU_STATUS [bool], MPU_ACC_X [G], MPU_ACC_Y [G], MPU_ACC_Z [G], MPU_GYRO_X [°/s], MPU_GYRO_Y [°/s], MPU_GYRO_Z [°/s], MPU_MAG_X [uT], MPU_MAG_Y [uT], MPU_MAG_Z [uT], GPIO_RBF [bool], GPIO_BW [bool], INPUT_TIMESTAMP [s], OUTPUT_TIMESTAMP [s], 
26924, 1, 1, 1, 1069.151123, 5, 215.562698, 58.783844, 23.798441, 1104.212158, 0, 98794.031250, 16.965998, 0, 12.072000, 124.800003, 1506.585571, 0, 0.431152, -1.418945, -0.419678, 75.454712, -177.062988, -61.798096, -1.649914, 52.980579, 61.023983, 0, 0, 1104.212158, 1104.252197, 
26925, 1, 1, 1, 1069.151123, 5, 214.755630, 57.976776, 24.566376, 1104.252441, 0, 98803.390625, 16.963766, 0, 12.080000, 117.099998, 1414.567993, 0, 0.478516, -1.746338, -0.410400, 74.432373, -185.684204, -49.819946, -4.399771, 50.230721, 60.847099, 0, 0, 1104.252441, 1104.292480, 
26926, 1, 1, 1, 1069.151123, 5, 214.246063, 57.467209, 23.931038, 1104.292725, 0, 98809.312500, 16.963766, 0, 12.084000, 122.900002, 1485.123657, 0, 0.442627, -1.636475, -0.308350, 77.667236, -192.993164, -35.110474, -6.966304, 46.197598, 61.200863, 0, 0, 1104.292725, 1104.332886, 
26927, 1, 1, 1, 1069.151123, 5, 213.143066, 56.364212, 24.863071, 1104.333008, 0, 98822.093750, 16.959301, 0, 12.072000, 137.100006, 1655.071167, 0, 0.431396, -1.731934, -0.288818, 78.903198, -199.966431, -26.702881, -9.716162, 43.447742, 60.316456, 0, 0, 1104.333008, 1104.373169, 
26928, 1, 1, 1, 1069.151123, 5, 212.163940, 55.385086, 26.687668, 1104.373291, 0, 98833.531250, 16.965998, 0, 12.084000, 119.099998, 1439.204346, 0, 0.482422, -1.967773, -0.243164, 80.459595, -214.935303, -16.921997, -9.532838, 37.764702, 56.248192, 0, 0, 1104.373291, 1104.413452, 
26929, 1, 1, 1, 1069.151123, 5, 211.697906, 54.919052, 22.840029, 1104.413574, 0, 98838.929688, 16.963766, 0, 12.084000, 111.699997, 1349.782837, 0, 0.412842, -2.001953, -0.089599, 80.413818, -221.420288, -6.072998, -13.015990, 33.914902, 53.948738, 0, 0, 1104.413574, 1104.453857, 
26930, 1, 1, 1, 1069.151123, 5, 210.592255, 53.813400, 22.668627, 1104.453857, 0, 98851.820313, 16.968231, 0, 12.092000, 117.800003, 1424.437500, 0, 0.321777, -1.803711, 0.020996, 81.436157, -221.435547, 1.770020, -12.832666, 31.165047, 50.587997, 0, 0, 1104.453857, 1104.494019, 
26931, 1, 1, 1, 1069.151123, 5, 209.829010, 53.050156, 22.387852, 1104.494141, 0, 98860.656250, 16.963766, 0, 12.092000, 126.300003, 1527.219604, 0, 0.288574, -2.228760, 0.133301, 78.308105, -231.658936, 6.134033, -13.749285, 28.048542, 45.104683, 0, 0, 1104.494141, 1104.534302, 
26932, 1, 1, 1, 1069.151123, 5, 209.360107, 52.581253, 20.142757, 1104.534546, 0, 98866.164063, 16.970463, 0, 12.084000, 111.800003, 1350.991211, 0, 0.252686, -3.100586, 0.317627, 64.910889, -258.895874, 11.657715, -14.482580, 22.915476, 44.043396, 0, 0, 1104.534546, 1104.574707, 
26933, 1, 1, 1, 1069.151123, 5, 208.724213, 51.945358, 20.361481, 1104.574829, 0, 98873.539063, 16.968231, 0, 12.092000, 109.699997, 1326.492432, 0, 0.316406, -3.301025, 0.581543, 42.144775, -279.617310, 14.480591, -14.482580, 19.982294, 38.029438, 0, 0, 1104.574829, 1104.614868, 
26934, 1, 1, 1, 1069.151123, 5, 208.384232, 51.605377, 18.391901, 1104.615112, 0, 98877.492188, 16.968231, 0, 12.092000, 119.099998, 1440.157104, 0, 0.399658, -4.270508, 0.666504, 21.621704, -243.377686, 20.172119, -13.565961, 18.699028, 31.838598, 0, 0, 1104.615112, 1104.655273, 
26935, 1, 1, 1, 1069.151123, 5, 207.279541, 50.500687, 20.220064, 1104.655396, 0, 98890.375000, 16.972696, 0, 12.088000, 138.100006, 1669.352783, 0, 0.000488, -4.628662, 0.950928, -11.199951, -188.552856, 27.038574, -14.482580, 17.782408, 31.307955, 0, 0, 1104.655396, 1104.695557, 
26936, 1, 1, 1, 1069.151123, 5, 206.939606, 50.160751, 20.550470, 1104.695679, 0, 98894.328125, 16.972696, 0, 12.076000, 113.800003, 1374.248779, 0, -0.029541, -3.861816, 1.013428, -45.639038, -124.374390, 29.632568, -13.749285, 17.782408, 30.246670, 0, 0, 1104.695679, 1104.735840, 
26937, 1, 1, 1, 1069.151123, 5, 206.133911, 49.355057, 18.247908, 1104.735962, 0, 98903.679688, 16.970463, 0, 12.088000, 117.199997, 1416.713623, 0, -0.010498, -2.686768, 0.453369, -72.494507, -97.427368, 29.220581, -13.199314, 16.132494, 29.362263, 0, 0, 1104.735962, 1104.776123, 
26938, 1, 1, 1, 1069.151123, 5, 206.513489, 49.734634, 16.919703, 1104.776245, 0, 98899.320313, 16.977161, 0, 12.072000, 143.300003, 1729.917603, 0, -0.237793, -2.250732, 0.423828, -84.594727, -52.490234, 24.200439, -12.282695, 15.582523, 30.246670, 0, 0, 1104.776245, 1104.816406, 
26939, 1, 1, 1, 1069.151123, 5, 205.155243, 48.376389, 17.728960, 1104.817505, 0, 98915.117188, 16.977161, 0, 12.084000, 115.000000, 1389.659912, 0, -0.386719, -2.510498, 0.073486, -89.874268, 0.488281, 11.825562, -11.182752, 16.315819, 34.491814, 0, 0, 1104.817505, 1104.856812, 
26940, 1, 1, 1, 1069.151123, 5, 205.408936, 48.630081, 16.238712, 1104.857666, 0, 98912.203125, 16.981627, 0, 12.088000, 116.599998, 1409.460815, 0, -0.443359, -2.360596, -0.152344, -92.041016, 21.530151, -5.371094, -10.266132, 15.765847, 35.376221, 0, 0, 1104.857666, 1104.896973, 
26941, 1, 1, 1, 1069.151123, 5, 204.899109, 48.120255, 16.330364, 1104.898926, 0, 98918.132813, 16.981627, 0, 12.088000, 130.199997, 1573.857666, 0, -0.405762, -2.129883, -0.169434, -88.134766, 10.009766, -20.706177, -11.182752, 15.949171, 37.321915, 0, 0, 1104.898926, 1104.937256, 
26942, 1, 1, 1, 1069.151123, 5, 204.899109, 48.120255, 15.003619, 1104.939087, 0, 98918.132813, 16.981627, 0, 12.076000, 115.099998, 1389.947632, 0, -0.276367, -1.975098, -0.121826, -80.856323, -16.860962, -31.585693, -11.182752, 17.049114, 40.859535, 0, 0, 1104.939087, 1104.977539, 
26943, 1, 1, 1, 1069.151123, 5, 204.177292, 47.398438, 14.821111, 1104.980347, 0, 98926.546875, 16.983860, 0, 12.088000, 127.599998, 1542.428833, 0, -0.241455, -2.244141, -0.463379, -66.589355, -89.004517, -41.702271, -12.099371, 19.065676, 42.097702, 0, 0, 1104.980347, 1105.017944, 
26944, 1, 1, 1, 1069.151123, 5, 203.963928, 47.185074, 14.046016, 1105.020752, 0, 98929.046875, 16.986092, 0, 12.068000, 151.199997, 1824.681641, 0, 0.008300, -2.093750, -0.241211, -54.641724, -201.705933, -43.746948, -11.916047, 18.149055, 41.567059, 0, 0, 1105.020752, 1105.058228, 
26945, 1, 1, 1, 1069.151123, 5, 203.581314, 46.802460, 13.880779, 1105.061035, 0, 98933.515625, 16.988325, 0, 12.080000, 113.000000, 1365.040039, 0, 0.003906, -2.029297, -0.197266, -41.320801, -90.454102, -44.235229, -11.732723, 17.965733, 41.743942, 0, 0, 1105.061035, 1105.098511, 
26946, 1, 1, 1, 1069.151123, 5, 203.242157, 46.463303, 12.886599, 1105.101318, 0, 98937.460938, 16.988325, 0, 12.080000, 121.900002, 1472.552002, 0, -0.013916, -1.749023, -0.287598, -28.060913, -39.230347, -42.160034, -11.916047, 18.149055, 41.213299, 0, 0, 1105.101318, 1105.138794, 
26947, 1, 1, 1, 1069.151123, 5, 202.689667, 45.910812, 12.331307, 1105.141602, 0, 98943.906250, 16.990557, 0, 12.064000, 144.600006, 1744.454468, 0, 0.078369, -1.530273, -0.206055, -19.592285, -40.039063, -34.866333, -12.649343, 19.615646, 40.859535, 0, 0, 1105.141602, 1105.179077, 
26948, 1, 1, 1, 1069.151123, 5, 202.859573, 46.080719, 11.501767, 1105.182007, 0, 98941.929688, 16.990557, 0, 12.072000, 129.500000, 1563.324097, 0, 0.144775, -1.429688, -0.262451, -11.047363, -28.900146, -25.924683, -13.015990, 18.882351, 40.859535, 0, 0, 1105.182007, 1105.219482, 
26949, 1, 1, 1, 1069.151123, 5, 203.238983, 46.460129, 9.569181, 1105.222290, 0, 98937.570313, 16.997255, 0, 12.060000, 129.500000, 1561.769897, 0, 0.137207, -1.356445, -0.254639, -1.739502, -29.525757, -15.716553, -13.015990, 19.982294, 42.274586, 0, 0, 1105.222290, 1105.259766, 
26950, 1, 1, 1, 1069.151123, 5, 202.942596, 46.163742, 8.961637, 1105.262573, 0, 98941.000000, 16.995022, 0, 12.036000, 146.500000, 1763.274048, 0, 0.091796, -1.200928, -0.093994, 10.009766, -51.422119, -5.050659, -13.382637, 19.982294, 40.505772, 0, 0, 1105.262573, 1105.300049, 
26951, 1, 1, 1, 1069.151123, 5, 202.137177, 45.358322, 9.401056, 1105.302856, 0, 98950.351563, 16.992790, 0, 12.084000, 141.199997, 1706.260864, 0, -0.892822, -0.986816, -0.593018, 20.065308, -58.197021, 5.523682, -13.565961, 19.432323, 39.621368, 0, 0, 1105.302856, 1105.340332, 
26952, 1, 1, 1, 1069.151123, 5, 201.544510, 44.765656, 9.344792, 1105.343140, 0, 98957.210938, 16.988325, 0, 12.052000, 138.899994, 1674.022705, 0, -0.043212, -0.904053, -0.067382, 29.800415, -68.618774, 18.417358, -13.382637, 19.615646, 36.968151, 0, 0, 1105.343140, 1105.380615, 
26953, 1, 1, 1, 1069.151123, 5, 201.204742, 44.425888, 9.344515, 1105.383423, 0, 98961.164063, 16.988325, 0, 12.068000, 136.199997, 1643.661621, 0, 0.021972, -0.855469, -0.034423, 35.400391, -61.370850, 21.179199, -13.199314, 15.765847, 36.083744, 0, 0, 1105.383423, 1105.420898, 
26954, 1, 1, 1, 1069.151123, 5, 202.353058, 45.574203, 6.412099, 1105.423706, 0, 98947.750000, 16.981627, 0, 12.076000, 143.399994, 1731.698364, 0, -0.013916, -0.935791, 0.052246, 38.711548, -60.180664, 22.201538, -11.732723, 17.232437, 33.253647, 0, 0, 1105.423706, 1105.461182, 
26955, 1, 1, 1, 1069.151123, 5, 201.035538, 44.256683, 7.683260, 1105.464111, 0, 98963.132813, 16.988325, 0, 12.072000, 149.000000, 1798.728027, 0, -0.000732, -0.944824, 0.098632, 41.519165, -44.754028, 21.591187, -12.466019, 16.132494, 31.484837, 0, 0, 1105.464111, 1105.501587, 
26956, 1, 1, 1, 1069.151123, 5, 200.695786, 43.916931, 7.076906, 1105.504395, 0, 98967.085938, 16.988325, 0, 12.032000, 172.199997, 2071.910400, 0, -0.059082, -0.950684, 0.004150, 43.304443, -29.434204, 20.172119, -12.099371, 14.665904, 30.069788, 0, 0, 1105.504395, 1105.541748, 
26957, 1, 1, 1, 1069.151123, 5, 200.569366, 43.790512, 7.736614, 1105.544556, 0, 98968.539063, 16.986092, 0, 12.096000, 116.000000, 1403.135986, 0, -0.154053, -0.986084, -0.049072, 42.785645, -15.060425, 16.433716, -13.749285, 14.482580, 29.185383, 0, 0, 1105.544556, 1105.582153, 
26958, 1, 1, 1, 1069.151123, 5, 200.525909, 43.747055, 6.032050, 1105.584961, 0, 98969.062500, 16.988325, 0, 12.048000, 155.000000, 1867.440063, 0, -0.172119, -0.959229, 0.011718, 42.480469, 8.255005, 10.940552, -11.549399, 14.115932, 28.477858, 0, 0, 1105.584961, 1105.622437, 
26959, 1, 1, 1, 1069.151123, 5, 200.229630, 43.450775, 6.747595, 1105.625244, 0, 98972.492188, 16.986092, 0, 12.092000, 105.599998, 1276.915161, 0, -0.159668, -0.956299, 0.078125, 41.290283, 41.549683, 4.821777, -10.632780, 13.565961, 27.239691, 0, 0, 1105.625244, 1105.662842, 
26960, 1, 1, 1, 1069.151123, 5, 199.890579, 43.111725, 6.532380, 1105.665649, 0, 98976.437500, 16.986092, 0, 12.044000, 157.899994, 1901.747681, 0, -0.172607, -0.969238, 0.060302, 39.260864, 81.680298, -1.434326, -10.632780, 13.565961, 26.532166, 0, 0, 1105.665649, 1105.703125, 
26961, 1, 1, 1, 1069.151123, 5, 199.550873, 42.772018, 6.975442, 1105.705811, 0, 98980.390625, 16.986092, 0, 12.104000, 115.900002, 1402.853638, 0, -0.195313, -0.963867, 0.012207, 35.110474, 102.661133, -7.644653, -11.732723, 13.565961, 26.885927, 0, 0, 1105.705811, 1105.743286, 
26962, 1, 1, 1, 1069.151123, 5, 199.550873, 42.772018, 6.041707, 1105.746094, 0, 98980.390625, 16.986092, 0, 12.076000, 143.000000, 1726.867920, 0, -0.204102, -0.962158, 0.050537, 31.295776, 99.578857, -13.778687, -10.816104, 15.215876, 28.124096, 0, 0, 1105.746094, 1105.783691, 
26963, 1, 1, 1, 1069.151123, 5, 198.702316, 41.923462, 6.871214, 1105.786499, 0, 98990.265625, 16.986092, 0, 12.052000, 153.800003, 1853.597534, 0, -0.177002, -0.963623, 0.062744, 27.832031, 92.803955, -21.011353, -11.916047, 13.749285, 27.770334, 0, 0, 1105.786499, 1105.823853, 
26964, 1, 1, 1, 1069.151123, 5, 199.508087, 42.729233, 5.320133, 1105.826660, 0, 98980.906250, 16.988325, 0, 12.096000, 114.300003, 1382.572754, 0, -0.156494, -0.964355, 0.072998, 25.909424, 119.613647, -28.793335, -11.366076, 16.132494, 29.716026, 0, 0, 1105.826660, 1105.864258, 
26965, 1, 1, 1, 1069.151123, 5, 198.446243, 41.667389, 6.263052, 1105.867065, 0, 98993.281250, 16.990557, 0, 12.052000, 178.300003, 2148.871582, 0, -0.148926, -1.003662, 0.033935, 26.702881, 155.227661, -35.278320, -11.732723, 16.132494, 30.777311, 0, 0, 1105.867065, 1105.904541, 
26966, 1, 1, 1, 1069.151123, 5, 197.471405, 40.692551, 6.814602, 1105.907349, 0, 99004.609375, 16.988325, 0, 12.088000, 109.599998, 1324.844849, 0, -0.116455, -1.028809, -0.022460, 28.366089, 170.486450, -40.237427, -13.932609, 17.232437, 31.484837, 0, 0, 1105.907349, 1105.944946, 
26967, 1, 1, 1, 1069.151123, 5, 197.767578, 40.988724, 6.649709, 1105.947754, 0, 99001.179688, 16.990557, 0, 12.060000, 162.100006, 1954.926025, 0, -0.061035, -1.076660, -0.055419, 30.517578, 180.389404, -43.380737, -13.749285, 18.149055, 33.784290, 0, 0, 1105.947754, 1105.985107, 
26968, 1, 1, 1, 1069.151123, 5, 197.132431, 40.353577, 7.975905, 1105.987915, 0, 99008.554688, 16.988325, 0, 12.096000, 121.400002, 1468.454346, 0, -0.011718, -1.100586, -0.041503, 32.424927, 186.767578, -44.815063, -14.665904, 20.165619, 33.961174, 0, 0, 1105.987915, 1106.025391, 
26969, 1, 1, 1, 1069.151123, 5, 196.876373, 40.097519, 7.923230, 1106.028198, 0, 99011.570313, 16.992790, 0, 12.048000, 177.399994, 2137.315186, 0, 0.017334, -1.103516, 0.016357, 33.981323, 182.128906, -43.746948, -14.849228, 20.715590, 35.553101, 0, 0, 1106.028198, 1106.065674, 
26970, 1, 1, 1, 1069.151123, 5, 196.536743, 39.757889, 7.314852, 1106.068481, 0, 99015.523438, 16.992790, 0, 12.084000, 110.000000, 1329.239990, 0, 0.049560, -1.111328, 0.019287, 34.881592, 180.435181, -41.351318, -15.582523, 25.482008, 37.321915, 0, 0, 1106.068481, 1106.105957, 
26971, 1, 1, 1, 1069.151123, 5, 196.284073, 39.505219, 6.870775, 1106.108765, 0, 99018.429688, 16.988325, 0, 12.064000, 146.800003, 1770.995239, 0, 0.086914, -1.132568, 0.028320, 34.393311, 181.625366, -37.811279, -16.682467, 26.948599, 37.675674, 0, 0, 1106.108765, 1106.146240, 
26972, 1, 1, 1, 1069.151123, 5, 196.114273, 39.335419, 6.640306, 1106.150024, 0, 99020.406250, 16.988325, 0, 12.092000, 128.500000, 1553.822021, 0, 0.118164, -1.098633, 0.060058, 32.714844, 179.428101, -33.248901, -16.682467, 29.515131, 38.029438, 0, 0, 1106.150024, 1106.186768, 
26973, 1, 1, 1, 1069.151123, 5, 196.028015, 39.249161, 8.252070, 1106.190186, 0, 99021.445313, 16.992790, 0, 12.052000, 159.500000, 1922.293945, 0, 0.140381, -1.110840, 0.107178, 29.678345, 180.969238, -27.969360, -15.949171, 29.881779, 36.614388, 0, 0, 1106.190186, 1106.227051, 
26974, 1, 1, 1, 1069.151123, 5, 195.731888, 38.953033, 6.911788, 1106.231445, 0, 99024.875000, 16.990557, 0, 12.096000, 121.900002, 1474.502441, 0, 0.136963, -1.109863, 0.141113, 23.986816, 180.435181, -22.552490, -16.132494, 31.165047, 37.145031, 0, 0, 1106.231445, 1106.267456, 
26975, 1, 1, 1, 1069.151123, 5, 195.688416, 38.909561, 6.525672, 1106.271729, 0, 99025.398438, 16.992790, 0, 12.040000, 169.600006, 2041.984009, 0, 0.107666, -1.112061, 0.149414, 15.533447, 168.380737, -17.883301, -16.499142, 32.264988, 38.560081, 0, 0, 1106.271729, 1106.307617, 
26976, 1, 1, 1, 1069.151123, 5, 195.139679, 38.360825, 7.076042, 1106.311890, 0, 99031.734375, 16.986092, 0, 12.084000, 121.300003, 1465.789185, 0, 0.091552, -1.087402, 0.166748, 5.249023, 144.134521, -14.816284, -17.782408, 34.281551, 36.614388, 0, 0, 1106.311890, 1106.348022, 
26977, 1, 1, 1, 1069.151123, 5, 195.522034, 38.743179, 6.513865, 1106.353149, 0, 99027.265625, 16.983860, 0, 12.040000, 153.600006, 1849.343994, 0, 0.093505, -1.072998, 0.195557, -5.294800, 125.122070, -13.183594, -16.865789, 35.931465, 37.852558, 0, 0, 1106.353149, 1106.388184, 
26978, 1, 1, 1, 1069.151123, 5, 194.800110, 38.021255, 7.069076, 1106.393311, 0, 99035.687500, 16.986092, 0, 12.088000, 109.400002, 1322.427246, 0, 0.094970, -1.079590, 0.220215, -15.167236, 114.990234, -12.557983, -17.782408, 36.481438, 37.321915, 0, 0, 1106.393311, 1106.428467, 
26979, 1, 1, 1, 1069.151123, 5, 194.887054, 38.108200, 6.516514, 1106.433472, 0, 99034.640625, 16.981627, 0, 12.056000, 165.800003, 1998.884888, 0, 0.096679, -1.085449, 0.177490, -23.651123, 101.669312, -12.527466, -17.965733, 36.664761, 37.852558, 0, 0, 1106.433472, 1106.468750, 
26980, 1, 1, 1, 1069.151123, 5, 194.504044, 37.725189, 6.563522, 1106.474731, 0, 99039.117188, 16.983860, 0, 12.048000, 159.699997, 1924.065674, 0, 0.082763, -1.116943, 0.116455, -30.792236, 71.350098, -12.435913, -17.415762, 38.681320, 40.152012, 0, 0, 1106.474731, 1106.509155, 
26981, 1, 1, 1, 1069.151123, 5, 194.168625, 37.389771, 7.000854, 1106.514893, 0, 99042.953125, 16.974928, 0, 12.056000, 158.000000, 1904.848022, 0, 0.088134, -1.100586, 0.110840, -37.033081, 34.454346, -11.657715, -16.132494, 39.964588, 41.036415, 0, 0, 1106.514893, 1106.549561, 
26982, 1, 1, 1, 1069.151123, 5, 194.547516, 37.768661, 5.405992, 1106.555054, 0, 99038.593750, 16.981627, 0, 12.056000, 143.600006, 1731.241577, 0, 0.093261, -1.118408, 0.102783, -40.283203, 17.517090, -10.208130, -16.865789, 41.064529, 42.451466, 0, 0, 1106.555054, 1106.589844, 
26983, 1, 1, 1, 1069.151123, 5, 193.443344, 36.664490, 7.879838, 1106.596313, 0, 99051.484375, 16.986092, 0, 12.052000, 141.100006, 1700.537231, 0, 0.105469, -1.129883, 0.048095, -42.114258, 7.629395, -7.843018, -14.665904, 39.964588, 42.805229, 0, 0, 1106.596313, 1106.630005, 
26984, 1, 1, 1, 1069.151123, 5, 193.529617, 36.750763, 6.390131, 1106.636475, 0, 99050.445313, 16.981627, 0, 12.072000, 162.399994, 1960.492798, 0, 0.102295, -1.127441, -0.029541, -41.427612, -5.172729, -5.096436, -16.315819, 41.614502, 45.104683, 0, 0, 1106.636475, 1106.670288, 
26985, 1, 1, 1, 1069.151123, 5, 193.147324, 36.368469, 5.611989, 1106.677856, 0, 99054.914063, 16.983860, 0, 12.056000, 137.800003, 1661.316772, 0, 0.124512, -1.116455, -0.053222, -38.391113, -20.965576, -1.754761, -15.949171, 41.247856, 46.519730, 0, 0, 1106.677856, 1106.710693, 
26986, 1, 1, 1, 1069.151123, 5, 193.021042, 36.242188, 6.162223, 1106.718018, 0, 99056.367188, 16.981627, 0, 12.068000, 155.199997, 1872.953613, 0, 0.128906, -1.082275, -0.083984, -33.477783, -32.684326, 2.319336, -15.399199, 41.431179, 47.404137, 0, 0, 1106.718018, 1106.750977, 
26987, 1, 1, 1, 1069.151123, 5, 192.682236, 35.903381, 5.777496, 1106.758179, 0, 99060.312500, 16.981627, 0, 12.080000, 131.300003, 1586.104004, 0, 0.107910, -1.049561, -0.117676, -26.702881, -41.076660, 6.393433, -15.949171, 39.047970, 48.642303, 0, 0, 1106.758179, 1106.791260, 
26988, 1, 1, 1, 1069.151123, 5, 192.725037, 35.946182, 5.382677, 1106.799438, 0, 99059.796875, 16.979395, 0, 12.060000, 159.199997, 1919.951904, 0, 0.094238, -1.017822, -0.130615, -18.539429, -48.049927, 9.689331, -14.299256, 39.964588, 49.172947, 0, 0, 1106.799438, 1106.831543, 
26989, 1, 1, 1, 1069.151123, 5, 192.512497, 35.733643, 5.217889, 1106.839722, 0, 99062.289063, 16.981627, 0, 12.076000, 135.699997, 1638.713257, 0, 0.069091, -1.006592, -0.157471, -10.513306, -55.648804, 12.084961, -13.932609, 37.764702, 49.172947, 0, 0, 1106.839722, 1106.871948, 
26990, 1, 1, 1, 1069.151123, 5, 192.003296, 35.224442, 5.551389, 1106.879883, 0, 99068.218750, 16.981627, 0, 12.064000, 125.400002, 1512.825562, 0, 0.039306, -0.990479, -0.130371, -2.456665, -61.645508, 13.412476, -13.749285, 37.214733, 50.411114, 0, 0, 1106.879883, 1106.912231, 
26991, 1, 1, 1, 1069.151123, 5, 191.707336, 34.928482, 5.714995, 1106.921143, 0, 99071.648438, 16.979395, 0, 12.060000, 155.699997, 1877.742065, 0, 0.014892, -0.970947, -0.121094, 5.432129, -64.010620, 13.824463, -15.215876, 36.114788, 48.642303, 0, 0, 1106.921143, 1106.952515, 
26992, 1, 1, 1, 1069.151123, 5, 191.494797, 34.715942, 5.877829, 1106.961426, 0, 99074.140625, 16.981627, 0, 12.064000, 136.800003, 1650.355225, 0, 0.028320, -0.985352, -0.126465, 12.207031, -63.278198, 13.366699, -14.849228, 33.914902, 48.288540, 0, 0, 1106.961426, 1106.992798, 
26993, 1, 1, 1, 1069.151123, 5, 191.451324, 34.672470, 5.557270, 1107.001709, 0, 99074.664063, 16.983860, 0, 12.064000, 160.300003, 1933.859253, 0, 0.030517, -0.988037, -0.113770, 17.761230, -65.414429, 12.008667, -15.032552, 33.731579, 47.404137, 0, 0, 1107.001709, 1107.032959, 
26994, 1, 1, 1, 1069.151123, 5, 190.390900, 33.612045, 6.879716, 1107.041748, 0, 99087.031250, 16.986092, 0, 12.072000, 123.800003, 1494.513672, 0, 0.035888, -0.990723, -0.101074, 21.865845, -71.411133, 10.360718, -15.399199, 30.798399, 44.574039, 0, 0, 1107.041748, 1107.073364, 
26995, 1, 1, 1, 1069.151123, 5, 190.520691, 33.741837, 5.989987, 1107.083008, 0, 99085.468750, 16.979395, 0, 12.068000, 169.800003, 2049.146240, 0, 0.025390, -0.990967, -0.066406, 23.971558, -76.965332, 8.316040, -14.665904, 30.431751, 44.927799, 0, 0, 1107.083008, 1107.113647, 
26996, 1, 1, 1, 1069.151123, 5, 190.394470, 33.615616, 6.657949, 1107.123291, 0, 99086.921875, 16.977161, 0, 12.068000, 110.500000, 1333.513916, 0, 0.026123, -1.021973, -0.027099, 24.749756, -78.948975, 6.210327, -15.215876, 29.881779, 44.043396, 0, 0, 1107.123291, 1107.153931, 
26997, 1, 1, 1, 1069.151123, 5, 190.520691, 33.741837, 5.556665, 1107.163452, 0, 99085.468750, 16.979395, 0, 12.096000, 117.300003, 1418.860840, 0, 0.030273, -1.022705, -0.018554, 23.925781, -75.180054, 3.585815, -15.215876, 29.515131, 42.274586, 0, 0, 1107.163452, 1107.194214, 
26998, 1, 1, 1, 1069.151123, 5, 190.311066, 33.532211, 5.933286, 1107.204712, 0, 99087.859375, 16.972696, 0, 12.092000, 130.800003, 1581.633667, 0, 0.032714, -1.014648, 0.021972, 21.728516, -71.365356, 1.388550, -15.032552, 30.065104, 40.682655, 0, 0, 1107.204712, 1107.234619, 
26999, 1, 1, 1, 1069.151123, 5, 189.590164, 32.811310, 6.379477, 1107.244995, 0, 99096.273438, 16.974928, 0, 12.068000, 108.500000, 1309.377930, 0, 0.045654, -1.017090, 0.047851, 17.761230, -71.792603, -0.045776, -16.315819, 27.681894, 39.444485, 0, 0, 1107.244995, 1107.274902, 
27000, 1, 1, 1, 1069.151123, 5, 189.334183, 32.555328, 6.275352, 1107.285278, 0, 99099.289063, 16.979395, 0, 12.088000, 124.500000, 1504.955933, 0, 0.058349, -1.004639, 0.071777, 12.710571, -73.318481, -0.518799, -15.765847, 27.498569, 37.852558, 0, 0, 1107.285278, 1107.315186, 
27001, 1, 1, 1, 1069.151123, 5, 189.250809, 32.471954, 6.865605, 1107.326538, 0, 99100.226563, 16.974928, 0, 12.052000, 182.199997, 2195.874268, 0, 0.076904, -1.000488, 0.075439, 6.958008, -70.053101, 0.183105, -16.132494, 26.765274, 38.560081, 0, 0, 1107.326538, 1107.355469, 
27002, 1, 1, 1, 1069.151123, 5, 188.868637, 32.089783, 5.938203, 1107.366699, 0, 99104.695313, 16.977161, 0, 12.076000, 120.500000, 1455.157959, 0, 0.083740, -0.991699, 0.074707, 0.961304, -62.484741, 2.288818, -16.682467, 25.482008, 38.029438, 0, 0, 1107.366699, 1107.395752, 
27003, 1, 1, 1, 1069.151123, 5, 188.233444, 31.454590, 6.874703, 1107.406860, 0, 99112.078125, 16.974928, 0, 12.096000, 117.500000, 1421.280029, 0, 0.088378, -0.991211, 0.078857, -4.776001, -56.564331, 5.386353, -15.949171, 26.581951, 38.029438, 0, 0, 1107.406860, 1107.436035, 
27004, 1, 1, 1, 1069.151123, 5, 188.107269, 31.328415, 6.543284, 1107.448120, 0, 99113.531250, 16.972696, 0, 12.092000, 112.599998, 1361.559204, 0, 0.089843, -0.977539, 0.069580, -10.314941, -53.771973, 9.597778, -15.949171, 25.848656, 37.675674, 0, 0, 1107.448120, 1107.476318, 
27005, 1, 1, 1, 1069.151123, 5, 188.020966, 31.242111, 6.491383, 1107.488281, 0, 99114.570313, 16.977161, 0, 12.092000, 111.000000, 1342.212036, 0, 0.095214, -0.969727, 0.062255, -14.968872, -51.864624, 14.038086, -15.215876, 24.382065, 37.675674, 0, 0, 1107.488281, 1107.516724, 
